,Sentiment,Negative_Reason,Airline,Text,TextLength
12269,negative,Cancelled Flight,American, How are you going to compensate all of whose days/plans have been ruined because of the AA3490 delay/pending Cancelled Flightlation?,145
13552,negative,Lost Luggage,American, thanks for reFlight Booking Problems me on a flight and then leaving my luggage in NYC. Unbelievable.,114
3155,positive,,United,ýýý:  We hope to see you on board soon and thanks for the tweet. ^EYýýý ýýýýýýýý,93
2980,positive,,United," as u might imagine, this former pilot was particularly touched by the gesture. Please let the FO know #keepingtraditionsalive",133
10313,negative,Late Flight,US Airways, can you please have your employee that has been called 5 times by the flight crew finish maintenance on US 734 so we can depart!,139
10282,negative,Customer Service Issue,US Airways, been on hold for almost 2 hours trying to rebook my Cancelled Flighted flight. What in the world?!!!,111
1645,negative,Cancelled Flight,United, now this http://t.co/uygeW2Nosr,39
5387,negative,Customer Service Issue,Southwest,  been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls?   #BNA,125
3364,negative,Customer Service Issue,United, I work in customer support- extremely saddened United won't waive change fee for flights I had to Cancelled Flight due to east coast storms.,148
7521,negative,longlines,Delta, no excuse though for 3 gate changes though.,52
6816,positive,,Delta, Thank you very much!,29
2156,negative,Late Flight,United, not completely.  Our flight was changed in July but we never received notification.,91
68,negative,Late Flight,Virgin America," Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",135
5324,negative,Customer Service Issue,Southwest,. received an error online and have been on hold for over 1.5 hours. Completely unacceptable.,106
10543,negative,Cancelled Flight,US Airways," after 5 flight Cancelled Flightlations we finally get a flight, get to the gate on time &amp; you've given our seats away? Seriously??",145
364,positive,,Virgin America, ok! first time flying with you tonight :),56
7670,negative,Late Flight,Delta,   oh wow and I'm complaining about two hour on the run way shucks JetBlue NOT GOOD your service was better than this,137
1672,negative,Customer Service Issue,United, why are your agents working so slowly to rebook people who are on #UA1481. We have all wasted an entire day at STT.,123
13516,negative,Lost Luggage,American, Pathetic answer. Just found out my bag has been sitting at LGA for 20 hours and no call from you to lmk or delivery of bag. BAD,140
1282,negative,Bad Flight,United, wi-fi on 737-800 (aircraft 3511) didn't work entire ORD-DCA flight this morning,87
11052,negative,Customer Service Issue,US Airways," Appreciate the calls when flight's delayed, but the recorded msg is tedious &amp; just goes on &amp; on. I vote for texts if practical :)",148
9455,negative,Bad Flight,US Airways," usually ""sorry"" doesn't involve moving people to middle seats and removing them from upgrade lists. Guess that's a club perk.",136
352,negative,longlines,Virgin America,"
wjere is our luggage #so slow at lax",51
4934,positive,,Southwest, Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!,140
811,negative,Can't Tell,United, Your website deserves a new design. #html5 FTW!,55
4336,positive,,Southwest, thank you so much completely made things right!,61
12557,negative,Late Flight,American," 2284, four hours Late Flightrs and we are finally flying out...too bad I missed my event",101
9599,neutral,,US Airways,"  I just reserved a flight with my companion certificate, where do I mail the certificate for verification???? THX!!!",127
8496,neutral,,Delta,  anywhere... away from this snow globe to warmth sand and palm trees..,79
3194,negative,Damaged Luggage,United, broke my suitcase &amp; refuses to give me a repair estimate. http://t.co/zOUOwgv3Q6,92
14063,positive,,American, thanks to FA Shawn for spectacular service on FLT 79 LHRDFW and to FA Susan for such a warm engaging onboard welcome,129
1651,negative,Can't Tell,United,".  5 hours, 3 gates, and 3 planes Late Flightr still not an update, explanation, or apology to be had. #WorstAirlineEver #UnitedAirlines",143
2907,neutral,,United, thanks. That means I have 30 minutes to make my international connection to HKG,87
14286,positive,,American,"ýýý:  You're very welcome, Dawn. We love taking you flying. Let's do it again!ýýý Again in 1 week!",117
9053,neutral,,US Airways, what's the charge for oversize? Not overweight,57
10882,positive,,US Airways, Reservation agent on the phone did a great job.,58
6523,negative,Customer Service Issue,Southwest, Fastest response all day. Hour on the phone: never got off hold. Hour in line: never got to the Flight Booking Problems desk.,139
11325,negative,Flight Attendant Complaints,US Airways, so far I've gotten six different answers,51
2975,positive,,United," Aw, thanks for the kind words. Totally makes these extra 6 hours sitting in an airport SOOOO much better.",113
12892,neutral,,American, originating at SFO and going to LAX.,49
14165,positive,,American," versus  
in Customer Service?
Who will win!
For Me  is a convenience to a trip to Cali &lt;3",125
7376,negative,Cancelled Flight,Delta," last flight was Cancelled Flightled, then it was 2 hours to change a light bulb, now sitting here waiting for maintenance. Unreal.",139
10305,negative,Customer Service Issue,US Airways," I've been on hold since 11:30pm how many customer service reps do you have?
 #seriously",98
4871,neutral,,Southwest, yes please.my son lives in NJ.,44
13659,negative,Lost Luggage,American, so the one time we upgrade to first class our luggage was open and now missing valuable items that can't be replaced. #upset,137
5194,negative,Late Flight,Southwest, okay I understand a delay one way. But both ways? C'mon #annoyed #flights,87
3449,negative,Cancelled Flight,United, the Premier desk was able to rebook me with our friends at . Only problem is now I have to pay for a checked bag :/,135
5860,negative,Can't Tell,Southwest, don't ever tweet me again,39
2031,negative,Cancelled Flight,United, you have Cancelled Flightled my flight UA922 for aircrft maintenance. I'm delayed 10 hours now. What's my refund options?,129
288,negative,Can't Tell,Virgin America,  I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,141
12095,negative,Flight Booking Problems,American, I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...,140
9361,negative,Flight Attendant Complaints,US Airways, we had a friend there telling the gate attendant and the stewardess what was going on #notourfaultyoudontuseyourgatesright,133
13192,neutral,,American, need help on a reservation. Can you follow so that I can DM details? Thanks!,89
14639,negative,Customer Service Issue,American," you have my money, you change my flight, and don't answer your phones! Any other suggestions so I can make my commitment??",135
10015,negative,Customer Service Issue,US Airways, now you just hang up on me. Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½m starting to,78
4081,negative,Flight Booking Problems,United, Your MileagePlus signup page is broken.,47
3482,negative,Customer Service Issue,United, Is it customary to upgrade a flight attendant in uniform vs passengers? One is in 1B on flt 1020 now to IAH,115
1713,negative,Customer Service Issue,United, is synonymous to with #rude. And #cheap. You really don't know how to value the customer,96
6097,positive,,Southwest, - Great flight from Phoenix to Dallas tonight!Great service and ON TIME! Makes  very happy! http://t.co/TkVCMhbPim,140
7063,neutral,,Delta, .. { it's all a320's right?},37
4922,neutral,,Southwest, Flying South by Southwest from SJC to SNA tiday http://t.co/KJKuVJ6CMo,84
9810,negative,Can't Tell,US Airways, You suck in Philadelphia.  Let us off this plane! #phl,65
14453,negative,Lost Luggage,American, they did tell that our luggage stayed inside the plane ! Look this video http://t.co/YokkHHQcMP,108
7886,positive,,Delta," ah no the staff was perfect this morning at JFK, more sleep for me!! :)",80
2090,negative,Can't Tell,United," has been showing the same tone deaf video for all these years about how ""wifi is coming!"" Hah.Not before I leave.  ftw",140
7842,negative,Customer Service Issue,Delta," You have very unhappy customer. After waiting 20 min on hold, rude &amp; uncaring rep has now frozen my acct. can't print bdng pass!",141
10721,negative,Can't Tell,US Airways,  u are the worst airline ever figure out the merger #dontmakemegooutside,95
7767,neutral,,Delta, You guys need pillows on these rockers to really knock it out of the park ... just sayin ...,101
7249,positive,,Delta," flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines, take notes!",125
4346,neutral,,Southwest, can take u to Midway-Chicago March 8th-April 6th. Can't make it then?  can get u to  year round. #FlyPBI,140
